Date,Category,Amount,Description,Payment Mode,Cashback
2025-10-17,Healthcare,492.59,Prescription glasses,Mobile Payment,0.0
2025-10-09,Transport,289.53,Car repair,Credit Card,4.89
2025-10-09,Shopping,372.02,New shoes,Credit Card,10.69
2025-10-22,Food,90.43,Weekly groceries,Cash,0.0
2025-10-31,Utilities,471.99,Electricity bill,Debit Card,7.73
2025-10-15,Investments,253.19,LIC,Debit Card,11.8
2025-10-04,Rent,356.67,Room rent payment,Credit Card,12.02
2025-10-22,Entertainment,447.31,Dinner and drinks,Debit Card,14.39
2025-10-14,Transport,372.29,Public transport ticket,Cash,0.0
2025-10-03,Investments,285.57,mutual funds,Cash,0.0
2025-10-15,Transport,486.46,Gas station refill,Cash,0.0
2025-10-31,Shopping,425.85,Shopping for accessories,Cash,0.0
2025-10-01,Investments,125.51,LIC,Bank Transfer,0.0
2025-10-22,Transport,211.3,Train fare,Mobile Payment,0.0
2025-10-14,Utilities,30.8,Cable TV subscription,Mobile Payment,0.0
2025-10-26,Stationary,235.61,Sheets,Debit Card,2.53
2025-10-03,Entertainment,482.36,Dinner and drinks,Bank Transfer,0.0
2025-10-31,Food,206.22,Lunch at restaurant,Mobile Payment,0.0
2025-10-12,Healthcare,318.48,Eye exam,Cash,0.0
2025-10-20,Healthcare,18.77,Dental check-up,Bank Transfer,0.0
2025-10-04,Stationary,466.59,declutter boxes,Mobile Payment,0.0
2025-10-13,Travel,265.21,Sunday picnic,Mobile Payment,0.0
2025-10-22,Rent,334.55,Apartment rent,Cash,0.0
2025-10-26,Stationary,487.08,Sketch Pens,Debit Card,17.16
2025-10-06,Utilities,483.4,Gas bill,Cash,0.0
2025-10-20,Shopping,16.97,Gift purchase,Bank Transfer,0.0
2025-10-16,Travel,83.2,South Tour,Debit Card,3.59
2025-10-09,Transport,158.06,Uber ride,Bank Transfer,0.0
2025-10-21,Food,198.79,Coffee at café,Bank Transfer,0.0
2025-10-10,Investments,225.81,stocks,Debit Card,8.63
2025-10-22,Food,219.79,Weekly groceries,Cash,0.0
2025-10-23,Entertainment,413.85,Books purchase,Credit Card,5.69
2025-10-03,Stationary,143.15,Charts,Debit Card,2.08
2025-10-28,Food,368.25,Weekly groceries,Credit Card,9.84
2025-10-04,Stationary,209.44,declutter boxes,Credit Card,3.53
2025-10-29,Healthcare,462.71,Prescription glasses,Cash,0.0
2025-10-05,Transport,39.95,Taxi fare,Mobile Payment,0.0
2025-10-07,Food,457.64,Weekly groceries,Mobile Payment,0.0
2025-10-14,Stationary,153.14,declutter boxes,Credit Card,7.23
2025-10-14,Stationary,452.75,Pens,Bank Transfer,0.0
2025-10-09,Stationary,474.19,Sketch Pens,Bank Transfer,0.0
2025-10-28,Stationary,391.9,Charts,Mobile Payment,0.0
2025-10-15,Utilities,469.21,Mobile phone bill,Cash,0.0
2025-10-27,Travel,295.39,Hastinapur tour,Bank Transfer,0.0
2025-10-18,Travel,97.73,Movies,Bank Transfer,0.0
2025-10-21,Stationary,20.66,declutter boxes,Credit Card,0.27
2025-10-06,Entertainment,489.34,Concert ticket,Mobile Payment,0.0
2025-10-10,Entertainment,209.12,Video games,Bank Transfer,0.0
2025-10-06,Transport,324.0,Public transport ticket,Cash,0.0
2025-10-14,Travel,18.97,Sunday picnic,Cash,0.0
2025-10-02,Rent,157.33,Room rent payment,Cash,0.0
2025-10-21,Stationary,74.68,Sketch Pens,Cash,0.0
2025-10-13,Shopping,29.85,Home decor,Mobile Payment,0.0
2025-10-19,Utilities,131.38,Mobile phone bill,Mobile Payment,0.0
2025-10-08,Rent,365.12,Room rent payment,Credit Card,9.49
2025-10-16,Transport,235.72,Uber ride,Cash,0.0
2025-10-04,Food,63.21,Grocery shopping,Debit Card,2.51
2025-10-23,Transport,207.62,Uber ride,Mobile Payment,0.0
2025-10-15,Utilities,296.14,Mobile phone bill,Debit Card,14.21
2025-10-04,Shopping,432.61,Gift purchase,Mobile Payment,0.0
2025-10-07,Food,19.56,Dinner delivery,Cash,0.0
2025-10-18,Food,268.4,Fast food meal,Credit Card,4.83
2025-10-03,Healthcare,289.87,Prescription glasses,Bank Transfer,0.0
2025-10-24,Stationary,300.27,Pens,Mobile Payment,0.0
2025-10-16,Healthcare,239.94,Gym membership,Credit Card,11.91
2025-10-07,Utilities,321.05,Internet subscription,Credit Card,7.11
2025-10-19,Transport,485.6,Car repair,Debit Card,23.05
2025-10-03,Utilities,144.39,Cable TV subscription,Bank Transfer,0.0
2025-10-27,Transport,457.26,Taxi fare,Debit Card,9.53
2025-10-11,Rent,91.54,House rent payment,Debit Card,1.52
2025-10-22,Rent,365.86,Apartment rent,Credit Card,18.02
2025-10-25,Stationary,10.33,Pens,Mobile Payment,0.0
2025-10-18,Healthcare,248.79,Eye exam,Cash,0.0
2025-10-03,Transport,388.46,Parking fee,Cash,0.0
2025-10-12,Healthcare,437.28,Gym membership,Cash,0.0
2025-10-02,Shopping,205.56,Bought electronics,Bank Transfer,0.0
2025-10-30,Food,461.11,Grocery shopping,Cash,0.0
2025-10-27,Rent,260.68,Apartment rent,Cash,0.0
2025-10-01,Entertainment,334.08,Streaming subscription,Mobile Payment,0.0
2025-10-27,Food,374.09,Grocery shopping,Debit Card,14.99
2025-10-29,Transport,160.98,Parking fee,Cash,0.0
2025-10-11,Travel,255.97,South Tour,Debit Card,4.89
2025-10-11,Healthcare,457.2,Eye exam,Credit Card,18.23
2025-10-13,Food,156.94,Fast food meal,Debit Card,4.72
2025-10-07,Food,218.55,Lunch at restaurant,Cash,0.0
2025-10-24,Investments,42.91,stocks,Mobile Payment,0.0
2025-10-21,Transport,166.68,Gas station refill,Credit Card,9.0
2025-10-14,Travel,77.47,Hastinapur tour,Mobile Payment,0.0
2025-10-20,Utilities,351.3,Internet subscription,Credit Card,10.88
2025-10-14,Shopping,335.07,Home decor,Mobile Payment,0.0
2025-10-18,Entertainment,441.12,Streaming subscription,Credit Card,25.67
2025-10-24,Rent,347.41,Room rent payment,Cash,0.0
2025-10-23,Utilities,405.49,Cable TV subscription,Mobile Payment,0.0
2025-10-22,Shopping,221.53,Shopping for accessories,Mobile Payment,0.0
2025-10-17,Travel,39.06,Mall visit,Debit Card,1.34
2025-10-28,Travel,119.04,Movies,Debit Card,4.31
2025-10-01,Entertainment,198.31,Theatre show,Mobile Payment,0.0
2025-10-06,Food,180.75,Bought snacks,Credit Card,8.16
2025-10-09,Shopping,97.57,New shoes,Mobile Payment,0.0
2025-10-27,Entertainment,190.94,Video games,Debit Card,3.52
2025-10-13,Utilities,17.27,Cable TV subscription,Cash,0.0
2025-10-10,Travel,423.57,Sunday picnic,Credit Card,16.3
2025-10-28,Travel,144.84,Sunday picnic,Mobile Payment,0.0
2025-10-26,Travel,250.0,Sunday picnic,Cash,0.0
2025-10-23,Stationary,413.3,Pens,Credit Card,23.65
2025-10-12,Shopping,185.37,Gift purchase,Mobile Payment,0.0
2025-10-07,Transport,193.59,Taxi fare,Mobile Payment,0.0
2025-10-03,Entertainment,367.94,Theatre show,Debit Card,11.69
2025-10-06,Stationary,43.0,Sheets,Mobile Payment,0.0
2025-10-14,Food,198.3,Lunch at restaurant,Credit Card,9.74
2025-10-24,Transport,119.91,Taxi fare,Cash,0.0
2025-10-07,Food,248.74,Fast food meal,Cash,0.0
2025-10-22,Food,432.31,Lunch at restaurant,Credit Card,5.72
2025-10-02,Food,478.65,Bought snacks,Bank Transfer,0.0
2025-10-18,Travel,402.57,Movies,Credit Card,20.84
2025-10-01,Entertainment,168.35,Theatre show,Cash,0.0
2025-10-25,Rent,154.65,House rent payment,Debit Card,8.74
2025-10-02,Travel,341.49,Mall visit,Debit Card,7.24
2025-10-29,Healthcare,66.08,Medicine purchase,Cash,0.0
2025-10-04,Travel,183.17,Sunday picnic,Cash,0.0
2025-10-16,Food,428.09,Fast food meal,Credit Card,21.93
2025-10-13,Travel,218.6,South Tour,Cash,0.0
2025-10-03,Investments,281.15,stocks,Credit Card,6.93
2025-10-04,Utilities,67.28,Mobile phone bill,Cash,0.0
2025-10-16,Food,470.68,Dinner delivery,Debit Card,26.48
2025-10-22,Stationary,223.95,Sheets,Debit Card,8.02
2025-10-01,Shopping,404.5,Online shopping,Cash,0.0
2025-10-17,Transport,76.72,Gas station refill,Bank Transfer,0.0
2025-10-14,Transport,314.1,Gas station refill,Cash,0.0
2025-10-02,Entertainment,295.79,Streaming subscription,Bank Transfer,0.0
2025-10-22,Healthcare,217.77,Health insurance,Mobile Payment,0.0
2025-10-17,Utilities,125.93,Water bill,Cash,0.0
2025-10-06,Transport,261.78,Parking fee,Cash,0.0
2025-10-07,Healthcare,334.68,Dental check-up,Cash,0.0
2025-10-29,Entertainment,498.98,Concert ticket,Credit Card,20.98
2025-10-23,Healthcare,436.27,Prescription glasses,Credit Card,7.89
2025-10-27,Food,137.62,Grocery shopping,Mobile Payment,0.0
2025-10-05,Food,398.22,Lunch at restaurant,Mobile Payment,0.0
2025-10-11,Shopping,499.12,Gift purchase,Credit Card,18.45
2025-10-22,Shopping,160.89,Gift purchase,Debit Card,7.02
2025-10-07,Food,456.19,Dinner delivery,Bank Transfer,0.0
2025-10-25,Utilities,224.96,Cable TV subscription,Mobile Payment,0.0
2025-10-02,Entertainment,269.78,Video games,Bank Transfer,0.0
2025-10-07,Entertainment,396.59,Streaming subscription,Credit Card,8.93
2025-10-25,Travel,286.29,Sunday picnic,Credit Card,9.0
2025-10-23,Rent,338.11,Room rent payment,Bank Transfer,0.0
2025-10-12,Utilities,484.01,Cable TV subscription,Debit Card,10.38
2025-10-01,Food,360.0,Dinner delivery,Bank Transfer,0.0
2025-10-15,Stationary,406.85,declutter boxes,Mobile Payment,0.0
2025-10-12,Stationary,472.51,Pens,Bank Transfer,0.0
2025-10-29,Shopping,323.65,Shopping for accessories,Bank Transfer,0.0
2025-10-03,Healthcare,142.03,Dental check-up,Cash,0.0
2025-10-19,Shopping,435.59,Clothing purchase,Mobile Payment,0.0
2025-10-16,Utilities,373.49,Electricity bill,Bank Transfer,0.0
2025-10-02,Utilities,65.66,Gas bill,Mobile Payment,0.0
2025-10-16,Utilities,135.3,Electricity bill,Debit Card,6.46
2025-10-12,Investments,251.26,SIP,Mobile Payment,0.0
2025-10-17,Food,383.71,Grocery shopping,Debit Card,8.45
2025-10-08,Investments,393.77,stocks,Credit Card,11.16
2025-10-06,Investments,412.32,stocks,Mobile Payment,0.0
2025-10-10,Travel,242.51,South Tour,Credit Card,14.38
2025-10-07,Rent,469.15,Room rent payment,Debit Card,22.3
2025-10-29,Shopping,355.43,Shopping for accessories,Cash,0.0
2025-10-26,Shopping,390.42,Online shopping,Debit Card,14.69
2025-10-09,Travel,422.78,Sunday picnic,Mobile Payment,0.0
2025-10-16,Travel,34.11,South Tour,Debit Card,1.87
2025-10-30,Food,482.39,Grocery shopping,Cash,0.0
2025-10-12,Travel,348.94,Movies,Cash,0.0
2025-10-09,Entertainment,153.19,Video games,Mobile Payment,0.0
2025-10-09,Entertainment,431.1,Books purchase,Debit Card,14.78
2025-10-26,Transport,364.39,Public transport ticket,Debit Card,7.08
2025-10-02,Transport,212.86,Parking fee,Bank Transfer,0.0
2025-10-09,Stationary,392.57,Pens,Debit Card,13.76
2025-10-24,Travel,41.02,Movies,Mobile Payment,0.0
2025-10-20,Investments,379.14,SIP,Bank Transfer,0.0
2025-10-20,Healthcare,173.92,Gym membership,Debit Card,2.67
2025-10-29,Entertainment,497.93,Movie ticket,Mobile Payment,0.0
2025-10-19,Investments,454.37,mutual funds,Mobile Payment,0.0
2025-10-29,Entertainment,33.9,Streaming subscription,Bank Transfer,0.0
2025-10-12,Transport,314.67,Public transport ticket,Bank Transfer,0.0
2025-10-22,Travel,376.81,Hastinapur tour,Mobile Payment,0.0
2025-10-05,Utilities,24.05,Gas bill,Debit Card,0.88
2025-10-15,Stationary,318.01,Charts,Cash,0.0
2025-10-29,Travel,141.77,Movies,Cash,0.0
2025-10-09,Travel,34.53,Hastinapur tour,Bank Transfer,0.0
2025-10-17,Transport,222.79,Public transport ticket,Credit Card,3.64
2025-10-21,Food,172.63,Dinner delivery,Debit Card,7.89
2025-10-07,Stationary,361.88,Sketch Pens,Cash,0.0
2025-10-19,Rent,361.7,Monthly rent,Debit Card,9.83
2025-10-21,Entertainment,352.84,Theatre show,Bank Transfer,0.0
2025-10-25,Transport,150.26,Public transport ticket,Cash,0.0
2025-10-20,Utilities,292.8,Gas bill,Credit Card,12.77
2025-10-24,Healthcare,14.92,Doctor visit,Cash,0.0
2025-10-14,Investments,96.63,stocks,Credit Card,5.13
2025-10-10,Stationary,309.54,Sheets,Debit Card,3.98
2025-10-25,Transport,388.09,Train fare,Debit Card,8.12
2025-10-05,Travel,287.42,Mall visit,Debit Card,8.28
2025-10-24,Investments,355.05,mutual funds,Mobile Payment,0.0
2025-10-20,Shopping,166.34,Clothing purchase,Mobile Payment,0.0
2025-10-16,Travel,409.41,Hastinapur tour,Mobile Payment,0.0
2025-10-04,Stationary,349.41,declutter boxes,Bank Transfer,0.0
2025-10-28,Healthcare,315.51,Prescription glasses,Bank Transfer,0.0
2025-10-01,Healthcare,426.58,Doctor visit,Credit Card,5.02
2025-10-07,Shopping,227.07,Online shopping,Bank Transfer,0.0
2025-10-08,Transport,79.38,Parking fee,Cash,0.0
2025-10-04,Healthcare,385.65,Dental check-up,Mobile Payment,0.0
2025-10-25,Investments,396.27,stocks,Bank Transfer,0.0
2025-10-24,Transport,78.39,Uber ride,Credit Card,1.62
2025-10-25,Rent,277.34,Monthly rent,Bank Transfer,0.0
2025-10-19,Transport,129.67,Public transport ticket,Bank Transfer,0.0
2025-10-07,Food,250.38,Coffee at café,Cash,0.0
2025-10-13,Shopping,175.44,Home decor,Debit Card,7.33
2025-10-16,Food,323.35,Weekly groceries,Cash,0.0
2025-10-16,Healthcare,278.0,Health insurance,Bank Transfer,0.0
2025-10-01,Shopping,404.66,Clothing purchase,Credit Card,8.98
2025-10-16,Shopping,24.84,New shoes,Mobile Payment,0.0
2025-10-28,Shopping,163.54,Shopping for accessories,Debit Card,2.13
2025-10-26,Rent,347.95,Monthly rent,Cash,0.0
2025-10-21,Investments,250.67,mutual funds,Credit Card,12.58
2025-10-13,Stationary,135.76,Sketch Pens,Credit Card,2.26
2025-10-07,Stationary,396.32,Sketch Pens,Debit Card,18.57
2025-10-06,Healthcare,14.56,Health insurance,Cash,0.0
2025-10-15,Healthcare,217.66,Dental check-up,Cash,0.0
2025-10-09,Shopping,488.92,Shopping for accessories,Cash,0.0
2025-10-27,Entertainment,393.57,Concert ticket,Credit Card,11.03
2025-10-18,Utilities,321.7,Mobile phone bill,Debit Card,13.51
2025-10-14,Travel,239.49,South Tour,Bank Transfer,0.0
2025-10-13,Transport,102.57,Uber ride,Mobile Payment,0.0
2025-10-19,Stationary,21.98,Charts,Credit Card,1.16
2025-10-13,Entertainment,374.81,Streaming subscription,Bank Transfer,0.0
2025-10-03,Utilities,353.72,Gas bill,Bank Transfer,0.0
2025-10-29,Shopping,201.36,Online shopping,Mobile Payment,0.0
2025-10-22,Investments,211.92,mutual funds,Mobile Payment,0.0
2025-10-08,Investments,489.9,mutual funds,Bank Transfer,0.0
2025-10-06,Rent,102.56,House rent payment,Mobile Payment,0.0
2025-10-30,Entertainment,269.35,Streaming subscription,Debit Card,12.66
2025-10-16,Utilities,47.99,Gas bill,Credit Card,3.96
2025-10-22,Investments,124.91,LIC,Bank Transfer,0.0
2025-10-01,Investments,87.02,SIP,Cash,0.0
2025-10-07,Transport,84.61,Train fare,Cash,0.0
2025-10-16,Transport,233.64,Public transport ticket,Mobile Payment,0.0
2025-10-01,Rent,121.54,House rent payment,Credit Card,1.76
2025-10-22,Entertainment,142.74,Dinner and drinks,Credit Card,4.92
2025-10-02,Travel,353.62,Movies,Mobile Payment,0.0
2025-10-10,Entertainment,129.99,Video games,Bank Transfer,0.0
2025-10-18,Healthcare,170.54,Health insurance,Bank Transfer,0.0
2025-10-04,Utilities,131.78,Mobile phone bill,Mobile Payment,0.0
2025-10-03,Shopping,248.87,Shopping for accessories,Debit Card,3.11
2025-10-12,Utilities,138.32,Gas bill,Bank Transfer,0.0
2025-10-26,Travel,277.36,South Tour,Bank Transfer,0.0
2025-10-11,Utilities,5.87,Cable TV subscription,Debit Card,0.48
2025-10-13,Entertainment,84.75,Movie ticket,Credit Card,3.45
2025-10-06,Entertainment,176.3,Theatre show,Cash,0.0
2025-10-02,Food,54.89,Coffee at café,Mobile Payment,0.0
2025-10-11,Investments,485.85,mutual funds,Cash,0.0
2025-10-04,Transport,302.44,Taxi fare,Debit Card,12.52
2025-10-01,Travel,482.73,Hastinapur tour,Mobile Payment,0.0
2025-10-28,Shopping,77.28,Home decor,Credit Card,1.19
2025-10-07,Rent,199.15,Room rent payment,Credit Card,6.01
2025-10-20,Utilities,490.54,Internet subscription,Mobile Payment,0.0
2025-10-06,Shopping,17.8,Online shopping,Debit Card,1.46
2025-10-27,Transport,448.57,Uber ride,Cash,0.0
2025-10-31,Shopping,137.86,Shopping for accessories,Mobile Payment,0.0
2025-10-18,Transport,219.53,Public transport ticket,Cash,0.0
2025-10-27,Food,62.58,Grocery shopping,Mobile Payment,0.0
2025-10-16,Healthcare,296.49,Medicine purchase,Credit Card,13.95
2025-10-31,Investments,109.35,mutual funds,Mobile Payment,0.0
2025-10-17,Healthcare,57.69,Gym membership,Cash,0.0
2025-10-24,Rent,66.84,Apartment rent,Credit Card,3.71
2025-10-02,Travel,74.12,South Tour,Credit Card,5.95
2025-10-05,Entertainment,385.06,Streaming subscription,Mobile Payment,0.0
2025-10-30,Food,199.4,Grocery shopping,Credit Card,13.99
2025-10-10,Food,480.26,Fast food meal,Cash,0.0
2025-10-10,Transport,359.46,Car repair,Cash,0.0
2025-10-11,Shopping,172.91,Clothing purchase,Credit Card,5.19
2025-10-13,Transport,462.53,Parking fee,Cash,0.0
2025-10-06,Entertainment,66.08,Dinner and drinks,Cash,0.0
2025-10-26,Rent,98.09,House rent payment,Debit Card,4.23
2025-10-31,Utilities,430.43,Mobile phone bill,Mobile Payment,0.0
2025-10-24,Rent,145.68,House rent payment,Debit Card,6.22
2025-10-27,Rent,369.05,House rent payment,Bank Transfer,0.0
2025-10-26,Entertainment,95.55,Movie ticket,Bank Transfer,0.0
2025-10-08,Transport,474.01,Train fare,Mobile Payment,0.0
2025-10-17,Transport,400.98,Car repair,Bank Transfer,0.0
2025-10-15,Food,322.5,Bought snacks,Bank Transfer,0.0
2025-10-12,Utilities,40.68,Water bill,Cash,0.0
2025-10-28,Food,125.63,Bought snacks,Bank Transfer,0.0
2025-10-12,Transport,467.64,Taxi fare,Bank Transfer,0.0
2025-10-20,Rent,89.01,Room rent payment,Credit Card,4.29
2025-10-22,Travel,349.73,Sunday picnic,Cash,0.0
2025-10-23,Entertainment,62.3,Dinner and drinks,Bank Transfer,0.0
2025-10-15,Stationary,444.05,Sheets,Credit Card,30.53
2025-10-07,Stationary,167.83,Charts,Cash,0.0
2025-10-23,Shopping,24.03,Home decor,Bank Transfer,0.0
2025-10-02,Entertainment,242.89,Theatre show,Cash,0.0
2025-10-14,Shopping,105.17,Shopping for accessories,Credit Card,5.65
2025-10-17,Entertainment,441.41,Movie ticket,Debit Card,34.4
2025-10-20,Entertainment,20.88,Streaming subscription,Bank Transfer,0.0
2025-10-08,Transport,374.18,Taxi fare,Bank Transfer,0.0
2025-10-04,Entertainment,133.79,Streaming subscription,Cash,0.0
2025-10-25,Healthcare,232.69,Health insurance,Cash,0.0
2025-10-02,Entertainment,381.34,Video games,Debit Card,25.43
2025-10-23,Travel,416.23,Sunday picnic,Mobile Payment,0.0
2025-10-13,Rent,367.01,Monthly rent,Mobile Payment,0.0
2025-10-24,Shopping,184.24,Online shopping,Bank Transfer,0.0
2025-10-27,Shopping,29.49,New shoes,Cash,0.0
2025-10-18,Rent,81.6,House rent payment,Debit Card,4.58
2025-10-11,Rent,341.45,House rent payment,Debit Card,24.06
2025-10-25,Healthcare,488.84,Medicine purchase,Debit Card,32.99
2025-10-06,Travel,335.41,Mall visit,Cash,0.0
2025-10-14,Healthcare,469.04,Eye exam,Mobile Payment,0.0
2025-10-27,Travel,310.9,South Tour,Cash,0.0
2025-10-19,Stationary,154.57,declutter boxes,Credit Card,5.4
2025-10-05,Stationary,291.98,Sheets,Debit Card,10.42
2025-10-22,Healthcare,12.56,Medicine purchase,Cash,0.0
2025-10-02,Investments,129.81,mutual funds,Debit Card,1.75
2025-10-07,Healthcare,121.52,Health insurance,Bank Transfer,0.0
2025-10-28,Investments,452.12,mutual funds,Debit Card,8.53
2025-10-16,Food,404.64,Lunch at restaurant,Debit Card,23.56
2025-10-30,Shopping,396.13,Home decor,Bank Transfer,0.0
2025-10-04,Shopping,220.78,Online shopping,Cash,0.0
2025-10-07,Rent,138.8,House rent payment,Mobile Payment,0.0
2025-10-28,Investments,350.21,stocks,Credit Card,25.7
2025-10-16,Transport,274.71,Public transport ticket,Credit Card,23.17
2025-10-25,Rent,327.86,Monthly rent,Credit Card,19.81
2025-10-22,Entertainment,57.59,Books purchase,Debit Card,4.71
2025-10-21,Transport,258.1,Parking fee,Mobile Payment,0.0
2025-10-07,Healthcare,49.47,Health insurance,Cash,0.0
2025-10-15,Food,284.17,Grocery shopping,Mobile Payment,0.0
2025-10-19,Transport,144.61,Public transport ticket,Cash,0.0
2025-10-25,Food,15.23,Fast food meal,Mobile Payment,0.0
2025-10-06,Entertainment,315.72,Theatre show,Cash,0.0
2025-10-14,Utilities,243.58,Gas bill,Mobile Payment,0.0
2025-10-29,Utilities,69.43,Internet subscription,Bank Transfer,0.0
2025-10-02,Food,70.95,Fast food meal,Bank Transfer,0.0
2025-10-31,Entertainment,77.83,Movie ticket,Bank Transfer,0.0
2025-10-07,Food,75.25,Grocery shopping,Mobile Payment,0.0
2025-10-10,Rent,379.08,Apartment rent,Debit Card,32.2
2025-10-19,Stationary,189.97,Sketch Pens,Debit Card,3.71
2025-10-25,Shopping,421.33,Home decor,Debit Card,22.9
2025-10-18,Transport,383.7,Taxi fare,Cash,0.0
2025-10-11,Travel,230.65,South Tour,Bank Transfer,0.0
2025-10-22,Investments,447.28,stocks,Bank Transfer,0.0
2025-10-24,Transport,444.92,Uber ride,Debit Card,16.46
2025-10-04,Rent,165.27,Monthly rent,Bank Transfer,0.0
2025-10-18,Travel,123.98,Hastinapur tour,Bank Transfer,0.0
2025-10-01,Food,187.93,Bought snacks,Credit Card,6.12
2025-10-21,Shopping,464.15,Shopping for accessories,Cash,0.0
2025-10-18,Entertainment,315.17,Concert ticket,Cash,0.0
2025-10-03,Investments,416.03,mutual funds,Credit Card,26.74
2025-10-06,Transport,115.58,Taxi fare,Debit Card,3.86
2025-10-21,Food,286.82,Bought snacks,Credit Card,23.47
2025-10-15,Rent,385.42,House rent payment,Bank Transfer,0.0
2025-10-17,Food,192.96,Dinner delivery,Debit Card,16.03
2025-10-11,Investments,485.49,stocks,Credit Card,23.13
2025-10-03,Healthcare,100.01,Eye exam,Debit Card,6.59
2025-10-21,Entertainment,373.45,Dinner and drinks,Bank Transfer,0.0
2025-10-22,Transport,93.71,Car repair,Mobile Payment,0.0
2025-10-21,Shopping,272.1,New shoes,Credit Card,8.26
2025-10-02,Healthcare,487.62,Doctor visit,Bank Transfer,0.0
2025-10-18,Shopping,468.34,Bought electronics,Debit Card,5.17
2025-10-23,Shopping,130.72,Online shopping,Bank Transfer,0.0
2025-10-15,Healthcare,322.52,Doctor visit,Debit Card,19.79
2025-10-21,Stationary,433.52,Charts,Debit Card,38.01
2025-10-17,Transport,201.31,Public transport ticket,Cash,0.0
2025-10-24,Travel,132.98,Movies,Bank Transfer,0.0
2025-10-23,Travel,19.02,Mall visit,Credit Card,1.08
2025-10-17,Utilities,178.77,Mobile phone bill,Cash,0.0
2025-10-05,Transport,84.56,Car repair,Bank Transfer,0.0
2025-10-24,Shopping,294.11,Bought electronics,Cash,0.0
2025-10-10,Stationary,404.63,Sheets,Bank Transfer,0.0
2025-10-28,Travel,173.66,Mall visit,Credit Card,6.52
2025-10-18,Stationary,267.93,Pens,Mobile Payment,0.0
2025-10-29,Utilities,106.38,Cable TV subscription,Bank Transfer,0.0
2025-10-08,Utilities,107.45,Internet subscription,Cash,0.0
